algorithm,model,baseline_strategy,metric,source_file,source_row,baseline_repetition,k,llm_metric,baseline_metric,delta,graph_source,pair_name,decoding_algorithm
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,166,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,166,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,166,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,166,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,166,,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_02/raw_row.json,167,,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,168,,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,169,,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,170,,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,171,,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,172,,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_03/raw_row.json,173,,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,174,,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,175,,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,176,,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,177,,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,3.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,4.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,178,,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,0.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,1.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,2.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,3.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,random-k,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,4.0,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,Qwen/Qwen3.5-9B,wordnet-ontology-match,recall,runs/algo3/Qwen__Qwen3.5-9B/beam_num_beams_6/philip_marlowe/subgraph_1_to_subgraph_3/101/rep_04/raw_row.json,179,,0,0.0,0.0,0.0,philip_marlowe,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,0.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,1.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,2.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,3.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,4.0,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,wordnet-ontology-match,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/babs_johnson/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,180,,0,0.0,0.0,0.0,babs_johnson,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,181,0.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,181,1.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
algo3,mistralai/Ministral-3-8B-Instruct-2512,random-k,recall,runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_6/clarice_starling/subgraph_1_to_subgraph_3/110/rep_00/raw_row.json,181,2.0,0,0.0,0.0,0.0,clarice_starling,subgraph_1_to_subgraph_3,beam
