accuracy,algorithm,avg_duration_seconds,avg_tokens_per_second,candidate_edge_count,condition_bits,condition_label,decoding_algorithm,embedding_model,f1,max_duration_seconds,max_tokens_per_second,model,pair_name,precision,raw_row_path,recall,replication,response_trace_count,status,thinking_mode_supported,total_completion_tokens,total_prompt_tokens,verified_edge_count,result_edge_count
,algo3,16.499315,23.273693,,0010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.499315,23.273693,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0010/rep_01/raw_row.json,0.0,1,1,finished,False,384,356,,0.0
,algo3,16.549187,23.203556,,0010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.549187,23.203556,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0010/rep_02/raw_row.json,0.0,2,1,finished,False,384,356,,0.0
,algo3,16.566176,23.179761,,0010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.566176,23.179761,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0010/rep_03/raw_row.json,0.0,3,1,finished,False,384,356,,0.0
,algo3,16.681371,23.019691,,0010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.681371,23.019691,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0010/rep_04/raw_row.json,0.0,4,1,finished,False,384,356,,0.0
,algo3,16.640012,23.076906,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.640012,23.076906,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0110/rep_00/raw_row.json,0.0,0,1,finished,False,384,490,,0.0
,algo3,16.778101,22.886977,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.778101,22.886977,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0110/rep_01/raw_row.json,0.0,1,1,finished,False,384,490,,0.0
,algo3,16.390604,23.428057,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.390604,23.428057,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0110/rep_02/raw_row.json,0.0,2,1,finished,False,384,490,,0.0
,algo3,16.607338,23.122309,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.607338,23.122309,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0110/rep_03/raw_row.json,0.0,3,1,finished,False,384,490,,0.0
,algo3,16.766934,22.902219,,0110,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.766934,22.902219,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0110/rep_04/raw_row.json,0.0,4,1,finished,False,384,490,,0.0
,algo3,16.869881,22.762461,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.869881,22.762461,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_00/raw_row.json,0.0,0,1,finished,False,384,490,,0.0
,algo3,17.254027,22.255674,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,17.254027,22.255674,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_01/raw_row.json,0.0,1,1,finished,False,384,490,,0.0
,algo3,16.626721,23.095353,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.626721,23.095353,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_02/raw_row.json,0.0,2,1,finished,False,384,490,,0.0
,algo3,16.701735,22.991624,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.701735,22.991624,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_03/raw_row.json,0.0,3,1,finished,False,384,490,,0.0
,algo3,16.638885,23.07847,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.638885,23.07847,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_04/raw_row.json,0.0,4,1,finished,False,384,490,,0.0
,algo3,16.737362,22.942683,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.737362,22.942683,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,0.0,0,1,finished,False,384,356,,0.0
,algo3,16.595521,23.138773,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.595521,23.138773,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,0.0,1,1,finished,False,384,356,,0.0
,algo3,16.471928,23.312389,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.471928,23.312389,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,0.0,3,1,finished,False,384,356,,0.0
,algo3,16.511308,23.256788,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,16.511308,23.256788,mistralai/Ministral-3-8B-Instruct-2512,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,0.0,4,1,finished,False,384,356,,0.0
0.0,algo2,1.1878533333333332,10.275056333333334,2.0,001100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.255295,15.075636,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/001100/rep_00/raw_row.json,0.0,0,6,finished,True,83,8047,2.0,
0.0,algo2,1.1504331666666667,10.643104,2.0,001100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.234127,15.218472,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/001100/rep_01/raw_row.json,0.0,1,6,finished,True,83,8047,2.0,
0.0,algo2,1.1367963333333333,10.755262,2.0,001100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.196737,15.477504,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/001100/rep_02/raw_row.json,0.0,2,6,finished,True,83,8047,2.0,
0.0,algo2,1.1237836666666667,10.937695666666668,2.0,001100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.224863,15.281841,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/001100/rep_03/raw_row.json,0.0,3,6,finished,True,83,8047,2.0,
0.0,algo2,1.1232468333333332,10.9632755,2.0,001100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.205226,15.417922,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/001100/rep_04/raw_row.json,0.0,4,6,finished,True,83,8047,2.0,
0.0,algo2,1.459964,11.872261,2.0,100100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.592924,14.922051,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100100/rep_00/raw_row.json,0.0,0,8,finished,True,143,11020,1.0,
0.0,algo2,1.48796675,11.636302875,2.0,100100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.592923,14.292915,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100100/rep_01/raw_row.json,0.0,1,8,finished,True,143,11020,1.0,
0.0,algo2,1.47092625,11.758350875,2.0,100100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.59459,15.016542,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100100/rep_02/raw_row.json,0.0,2,8,finished,True,143,11020,1.0,
0.0,algo2,1.47851425,11.71270975,2.0,100100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.598167,14.695235,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100100/rep_03/raw_row.json,0.0,3,8,finished,True,143,11020,1.0,
0.0,algo2,1.4614305,11.876309875,2.0,100100,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.60759,14.966749,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100100/rep_04/raw_row.json,0.0,4,8,finished,True,143,11020,1.0,
0.0,algo2,1.4160062,10.7931998,2.0,100101,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.59782,13.382256,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100101/rep_00/raw_row.json,0.0,0,5,finished,True,79,6227,2.0,
0.0,algo2,1.4282846,10.685188,2.0,100101,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.616006,13.374492,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100101/rep_01/raw_row.json,0.0,1,5,finished,True,79,6227,2.0,
0.0,algo2,1.409864,10.905784200000001,2.0,100101,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.630939,13.522743,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100101/rep_02/raw_row.json,0.0,2,5,finished,True,79,6227,2.0,
0.0,algo2,1.3882684,11.047144800000002,2.0,100101,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.573049,13.883588,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100101/rep_03/raw_row.json,0.0,3,5,finished,True,79,6227,2.0,
0.0,algo2,1.4303496,10.6658398,2.0,100101,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.62329,13.458794,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/100101/rep_04/raw_row.json,0.0,4,5,finished,True,79,6227,2.0,
0.0,algo2,1.69662275,10.175426250000001,3.0,010011,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.754704,13.091745,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010011/rep_00/raw_row.json,0.0,0,4,finished,True,71,8157,0.0,
0.0,algo2,1.6852942499999999,10.2115335,3.0,010011,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.737354,13.314719,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010011/rep_01/raw_row.json,0.0,1,4,finished,True,71,8157,0.0,
0.0,algo2,1.689263,10.18281675,3.0,010011,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.728264,13.226202,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010011/rep_02/raw_row.json,0.0,2,4,finished,True,71,8157,0.0,
0.0,algo2,1.6995292499999999,10.1288665,3.0,010011,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,2.748319,13.050893,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010011/rep_04/raw_row.json,0.0,4,4,finished,True,71,8157,0.0,
0.0,algo2,3.9211293333333335,11.530668833333335,1.0,010010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,14.345506,17.84531,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010010/rep_01/raw_row.json,0.0,1,6,finished,True,360,13627,0.0,
0.0,algo2,3.9522901666666663,11.467613,1.0,010010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,14.493677,17.662875,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010010/rep_02/raw_row.json,0.0,2,6,finished,True,360,13627,0.0,
0.0,algo2,3.9782278333333334,11.287675,1.0,010010,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,0.0,14.475666,17.684851,Qwen/Qwen3.5-9B,sg3_sg1,0.0,/workspace/results/hf-paper-batch-canonical/runs/algo2/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/sg3_sg1/010010/rep_03/raw_row.json,0.0,3,6,finished,True,360,13627,0.0,
,algo3,2.382064944444444,15.882586144444446,,1111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,6.597211,17.912405,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/1111/rep_03/raw_row.json,0.0,3,90,finished,True,3497,47532,,232.0
,algo3,2.3904301777777777,15.823732322222224,,1111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,6.640076,17.898639,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/1111/rep_04/raw_row.json,0.0,4,90,finished,True,3497,47532,,232.0
,algo3,5.681699,15.136317,,0000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.681699,15.136317,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0000/rep_00/raw_row.json,0.0,0,1,finished,True,86,363,,0.0
,algo3,5.705473,15.073246,,0000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.705473,15.073246,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0000/rep_01/raw_row.json,0.0,1,1,finished,True,86,363,,0.0
,algo3,5.724843,15.022245,,0000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.724843,15.022245,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0000/rep_02/raw_row.json,0.0,2,1,finished,True,86,363,,0.0
,algo3,5.691306,15.110767,,0000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.691306,15.110767,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0000/rep_03/raw_row.json,0.0,3,1,finished,True,86,363,,0.0
,algo3,5.612642,15.322552,,0000,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.612642,15.322552,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0000/rep_04/raw_row.json,0.0,4,1,finished,True,86,363,,0.0
,algo3,5.253161,16.2022655,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.486061,17.863453,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_00/raw_row.json,0.0,0,2,finished,True,171,857,,3.0
,algo3,5.2765085,16.130969,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.508238,17.791533,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_01/raw_row.json,0.0,1,2,finished,True,171,857,,3.0
,algo3,5.2385225,16.2428195,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.499592,17.819504,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_02/raw_row.json,0.0,2,2,finished,True,171,857,,3.0
,algo3,5.2212585,16.3009125,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.454683,17.966215,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_03/raw_row.json,0.0,3,2,finished,True,171,857,,3.0
,algo3,5.261974,16.172242,,0111,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.512328,17.778334,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0111/rep_04/raw_row.json,0.0,4,2,finished,True,171,857,,3.0
,algo3,5.746287,14.966187,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.746287,14.966187,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_00/raw_row.json,0.0,0,1,finished,True,86,363,,0.0
,algo3,5.602352,15.350694,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.602352,15.350694,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_01/raw_row.json,0.0,1,1,finished,True,86,363,,0.0
,algo3,5.754206,14.945589,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.754206,14.945589,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_02/raw_row.json,0.0,2,1,finished,True,86,363,,0.0
,algo3,5.661299,15.19086,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.661299,15.19086,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_03/raw_row.json,0.0,3,1,finished,True,86,363,,0.0
,algo3,5.593141,15.375977,,0001,contrastive_penalty_alpha_0.8,contrastive,Qwen/Qwen3-Embedding-0.6B,,5.593141,15.375977,Qwen/Qwen3.5-9B,subgraph_1_to_subgraph_3,,/workspace/results/hf-paper-batch-canonical/runs/algo3/Qwen__Qwen3.5-9B/contrastive_penalty_alpha_0.8/subgraph_1_to_subgraph_3/0001/rep_04/raw_row.json,0.0,4,1,finished,True,86,363,,0.0
