profile,confidence_level,z_score,relative_half_width_target,grouping,algorithm,model,decoding_condition,metric,pair_name,condition_bits,source_finished_run_count,metric_observation_count,condition_count,conditions_needing_more_runs,condition_share_needing_more_runs,conditions_below_expected_replications,observed_runs_min,observed_runs_median,observed_runs_max,required_total_runs_max,additional_runs_needed_total,additional_runs_needed_max
ci90_rel05,0.9,1.645,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci90_rel05,0.9,1.645,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci90_rel05,0.9,1.645,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci90_rel05,0.9,1.645,0.05,algorithm_model_decoding_metric,algo3,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci90_rel05,0.9,1.645,0.05,model,ALL,Qwen/Qwen3.5-9B,ALL,ALL,ALL,ALL,16800,30000,6000,34,0.005666666666666667,0,5,5.0,5,2030,16255,2025
ci90_rel05,0.9,1.645,0.05,model,ALL,mistralai/Ministral-3-8B-Instruct-2512,ALL,ALL,ALL,ALL,16800,30000,6000,31,0.005166666666666667,0,5,5.0,5,345,3153,340
ci90_rel05,0.9,1.645,0.05,overall,ALL,ALL,ALL,ALL,ALL,ALL,16800,60000,12000,65,0.005416666666666667,0,5,5.0,5,2030,19408,2025
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,181,176,176
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2030,2025,2025
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,364,359,359
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,113,108,108
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2030,2025,2025
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,121,116,116
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,precision,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2030,2025,2025
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,01111,16800,5,1,1,1.0,0,5,5.0,5,181,176,176
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,2030,2025,2025
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,364,359,359
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,accuracy,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,903,898,898
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,f1,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,903,898,898
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,precision,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,903,898,898
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,recall,sg3_sg1,10100,16800,5,1,1,1.0,0,5,5.0,5,903,898,898
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,43,38,38
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,accuracy,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,23,18,18
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,23,18,18
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,16,11,11
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,f1,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,23,18,18
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,01001,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,10000,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,10010,16800,5,1,1,1.0,0,5,5.0,5,43,38,38
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,Qwen/Qwen3.5-9B,greedy,recall,sg1_sg2,11101,16800,5,1,1,1.0,0,5,5.0,5,81,76,76
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,21,16,16
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,76,71,71
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,6,1,1
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,39,34,34
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,00110,16800,5,1,1,1.0,0,5,5.0,5,21,16,16
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,10101,16800,5,1,1,1.0,0,5,5.0,5,76,71,71
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,00111,16800,5,1,1,1.0,0,5,5.0,5,17,12,12
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,01011,16800,5,1,1,1.0,0,5,5.0,5,13,8,8
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,00111,16800,5,1,1,1.0,0,5,5.0,5,17,12,12
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,01011,16800,5,1,1,1.0,0,5,5.0,5,13,8,8
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,accuracy,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,21,16,16
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,f1,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,6,1,1
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,sg3_sg1,11011,16800,5,1,1,1.0,0,5,5.0,5,21,16,16
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,sg2_sg3,111010,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,sg2_sg3,111011,16800,5,1,1,1.0,0,5,5.0,5,339,334,334
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,319,314,314
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,19,14,14
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,196,191,191
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,152,147,147
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,7,2,2
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,84,79,79
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,319,314,314
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,19,14,14
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,196,191,191
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,345,340,340
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,237,232,232
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,98,93,93
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,137,132,132
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,107,102,102
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,46,41,41
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,345,340,340
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,237,232,232
ci90_rel05,0.9,1.645,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,98,93,93
ci95_rel05,0.95,1.96,0.05,algorithm,algo1,ALL,ALL,ALL,ALL,ALL,16800,19200,3840,41,0.010677083333333334,0,5,5.0,5,2882,19758,2877
ci95_rel05,0.95,1.96,0.05,algorithm,algo2,ALL,ALL,ALL,ALL,ALL,16800,38400,7680,28,0.0036458333333333334,0,5,5.0,5,489,7917,484
ci95_rel05,0.95,1.96,0.05,algorithm,algo3,ALL,ALL,ALL,ALL,ALL,16800,2400,480,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo1,Qwen/Qwen3.5-9B,ALL,ALL,ALL,ALL,16800,9600,1920,26,0.013541666666666667,0,5,5.0,5,2882,19331,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo1,mistralai/Ministral-3-8B-Instruct-2512,ALL,ALL,ALL,ALL,16800,9600,1920,15,0.0078125,0,5,5.0,5,108,427,103
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo2,Qwen/Qwen3.5-9B,ALL,ALL,ALL,ALL,16800,19200,3840,8,0.0020833333333333333,0,5,5.0,5,481,3808,476
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo2,mistralai/Ministral-3-8B-Instruct-2512,ALL,ALL,ALL,ALL,16800,19200,3840,20,0.005208333333333333,0,5,5.0,5,489,4109,484
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo3,Qwen/Qwen3.5-9B,ALL,ALL,ALL,ALL,16800,1200,240,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model,algo3,mistralai/Ministral-3-8B-Instruct-2512,ALL,ALL,ALL,ALL,16800,1200,240,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,ALL,ALL,ALL,16800,1920,384,10,0.026041666666666668,0,5,5.0,5,2882,13357,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,ALL,ALL,ALL,16800,1920,384,4,0.010416666666666666,0,5,5.0,5,1281,5104,1276
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,1920,384,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,1920,384,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,Qwen/Qwen3.5-9B,greedy,ALL,ALL,ALL,16800,1920,384,12,0.03125,0,5,5.0,5,114,870,109
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,ALL,ALL,ALL,16800,1920,384,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,ALL,ALL,ALL,16800,1920,384,6,0.015625,0,5,5.0,5,108,308,103
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,1920,384,6,0.015625,0,5,5.0,5,24,67,19
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,1920,384,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo1,mistralai/Ministral-3-8B-Instruct-2512,greedy,ALL,ALL,ALL,16800,1920,384,3,0.0078125,0,5,5.0,5,29,52,24
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,Qwen/Qwen3.5-9B,beam_num_beams_2,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,Qwen/Qwen3.5-9B,beam_num_beams_6,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,3840,768,8,0.010416666666666666,0,5,5.0,5,481,3808,476
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,Qwen/Qwen3.5-9B,greedy,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,ALL,ALL,ALL,16800,3840,768,9,0.01171875,0,5,5.0,5,452,1811,447
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,3840,768,9,0.01171875,0,5,5.0,5,489,2294,484
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,3840,768,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,ALL,ALL,ALL,16800,3840,768,2,0.0026041666666666665,0,5,5.0,5,7,4,2
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,Qwen/Qwen3.5-9B,beam_num_beams_2,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,Qwen/Qwen3.5-9B,beam_num_beams_6,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,Qwen/Qwen3.5-9B,greedy,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.8,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding,algo3,mistralai/Ministral-3-8B-Instruct-2512,greedy,ALL,ALL,ALL,16800,240,48,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,accuracy,ALL,ALL,16800,480,96,3,0.03125,0,5,5.0,5,2882,3641,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,f1,ALL,ALL,16800,480,96,3,0.03125,0,5,5.0,5,2882,3198,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,precision,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,2882,2877,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_2,recall,ALL,ALL,16800,480,96,3,0.03125,0,5,5.0,5,2882,3641,2877
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,accuracy,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,f1,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,precision,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,beam_num_beams_6,recall,ALL,ALL,16800,480,96,1,0.010416666666666666,0,5,5.0,5,1281,1276,1276
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,accuracy,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,f1,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.2,recall,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,accuracy,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,f1,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,precision,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
ci95_rel05,0.95,1.96,0.05,algorithm_model_decoding_metric,algo1,Qwen/Qwen3.5-9B,contrastive_penalty_alpha_0.8,recall,ALL,ALL,16800,480,96,0,0.0,0,5,5.0,5,5,0,0
