algorithm,model,decoding_condition,replication,pair_name,condition_bits
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,0111
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1000
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1001
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_1_to_subgraph_3,1111
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0000
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0001
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,0111
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1000
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1001
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_1,1111
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0000
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0001
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,0111
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1000
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1001
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1010
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1011
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1100
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1101
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1110
algo3,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,subgraph_2_to_subgraph_3,1111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,00111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,01111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,10111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg1_sg2,11111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,00111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,01111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,10111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg2_sg3,11111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,00111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,01111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,10111
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11000
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11001
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11010
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11011
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11100
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11101
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11110
algo1,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,3,sg3_sg1,11111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,000111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,001111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,010111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,011111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,100111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,101111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,110111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg1_sg2,111111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,000111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,001111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,010111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,011111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,100111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,101111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,110111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111001
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111010
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111011
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111100
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111101
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111110
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg2_sg3,111111
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg3_sg1,000000
algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_2,4,sg3_sg1,000001
